Produto;Preco Venda;Venda Qtd;Cidade;Latitude;Longitude;;
Água Mineral;8;23;São Paulo;-23,55052;-46,63331;;
Água Mineral;8;23;Campinas;-22,90994;-47,06263;;
Manteiga;3,4;34;Araraquara;-21,78528;-48,17806;;
Chocolate;3,91;33;Araraquara;-21,78528;-48,17806;;
Energético;9,43;22;Araraquara;-21,78528;-48,17806;;
Energético;5,93;29;Araraquara;-21,78528;-48,17806;;
Energético;9,37;22;Araraquara;-21,78528;-48,17806;;
Cup Noodles;9,61;22;Araraquara;-21,78528;-48,17806;;
Água Mineral;8;23;São Paulo;-23,55052;-46,63331;;
Amendoim;6;29;Araraquara;-21,78528;-48,17806;;
Suco;6,46;28;Araraquara;-21,78528;-48,17806;;
Cereal;6,25;29;Araraquara;-21,78528;-48,17806;;
Suco;4,88;31;Araraquara;-21,78528;-48,17806;;
Sorvete;2,39;36;Araraquara;-21,78528;-48,17806;;
Água Mineral;8;23;Jundiaí;-23,18548;-46,89784;;
Iogurte;7,25;27;Araraquara;-21,78528;-48,17806;;
Suco;8,52;24;Araraquara;-21,78528;-48,17806;;
Cereal;7,35;26;Araraquara;-21,78528;-48,17806;;
Energético;7,49;26;Araraquara;-21,78528;-48,17806;;
Biscoito;7,63;26;Araraquara;-21,78528;-48,17806;;
Iogurte;6,48;28;Araraquara;-21,78528;-48,17806;;
Bala;6,38;28;Araraquara;-21,78528;-48,17806;;
Biscoito;2,66;36;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;5,79;29;Araraquara;-21,78528;-48,17806;;
Amendoim;4,56;32;Araraquara;-21,78528;-48,17806;;
Bala;9,07;23;Araraquara;-21,78528;-48,17806;;
Bala;8,94;23;Araraquara;-21,78528;-48,17806;;
Refrigerante;4,43;32;Araraquara;-21,78528;-48,17806;;
Sorvete;4,38;32;Araraquara;-21,78528;-48,17806;;
Batata Chips;6,25;29;Araraquara;-21,78528;-48,17806;;
Café Solúvel;6,39;28;Araraquara;-21,78528;-48,17806;;
Biscoito;7,68;26;Araraquara;-21,78528;-48,17806;;
Cereal;9,55;22;Araraquara;-21,78528;-48,17806;;
Pão de Forma;6,16;29;Araraquara;-21,78528;-48,17806;;
Sorvete;8,95;23;Araraquara;-21,78528;-48,17806;;
Energético;5,87;29;Araraquara;-21,78528;-48,17806;;
Batata Chips;4,41;32;Araraquara;-21,78528;-48,17806;;
Biscoito;6,86;27;Araraquara;-21,78528;-48,17806;;
Café Solúvel;6,68;28;Araraquara;-21,78528;-48,17806;;
Presunto;2,57;36;Araraquara;-21,78528;-48,17806;;
Refrigerante;3,86;33;Araraquara;-21,78528;-48,17806;;
Refrigerante;7,05;27;Araraquara;-21,78528;-48,17806;;
Biscoito;7,09;27;Araraquara;-21,78528;-48,17806;;
Chiclete;8,95;23;Araraquara;-21,78528;-48,17806;;
Manteiga;2,43;36;Araraquara;-21,78528;-48,17806;;
Presunto;6,95;27;Araraquara;-21,78528;-48,17806;;
Pão de Forma;6,4;28;Araraquara;-21,78528;-48,17806;;
Bala;9,65;22;Araraquara;-21,78528;-48,17806;;
Chiclete;4,08;33;Araraquara;-21,78528;-48,17806;;
Batata Chips;5,6;30;Araraquara;-21,78528;-48,17806;;
Manteiga;3,91;33;Araraquara;-21,78528;-48,17806;;
Energético;6,7;28;Araraquara;-21,78528;-48,17806;;
Batata Chips;2,87;35;Araraquara;-21,78528;-48,17806;;
Sorvete;8,66;24;Araraquara;-21,78528;-48,17806;;
Presunto;3,45;34;Araraquara;-21,78528;-48,17806;;
Cereal;3,2;35;Araraquara;-21,78528;-48,17806;;
Cup Noodles;2,58;36;Araraquara;-21,78528;-48,17806;;
Energético;9,22;23;Araraquara;-21,78528;-48,17806;;
Bala;8,08;25;Araraquara;-21,78528;-48,17806;;
Chocolate;5,69;30;Araraquara;-21,78528;-48,17806;;
Amendoim;7,96;25;Araraquara;-21,78528;-48,17806;;
Suco;2,04;37;Araraquara;-21,78528;-48,17806;;
Presunto;3,3;34;Araraquara;-21,78528;-48,17806;;
Amendoim;3,49;34;Araraquara;-21,78528;-48,17806;;
Cereal;5,53;30;Araraquara;-21,78528;-48,17806;;
Suco;6,86;27;Araraquara;-21,78528;-48,17806;;
Presunto;2,45;36;Araraquara;-21,78528;-48,17806;;
Chiclete;7,08;27;Araraquara;-21,78528;-48,17806;;
Cereal;5,76;30;Araraquara;-21,78528;-48,17806;;
Suco;3,01;35;Araraquara;-21,78528;-48,17806;;
Presunto;6,63;28;Araraquara;-21,78528;-48,17806;;
Pão de Forma;3,75;34;Araraquara;-21,78528;-48,17806;;
Cereal;5,14;31;Araraquara;-21,78528;-48,17806;;
Café Solúvel;6,4;28;Araraquara;-21,78528;-48,17806;;
Amendoim;5,7;30;Araraquara;-21,78528;-48,17806;;
Biscoito;1,97;37;Araraquara;-21,78528;-48,17806;;
Manteiga;5,6;30;Araraquara;-21,78528;-48,17806;;
Batata Chips;2,97;35;Araraquara;-21,78528;-48,17806;;
Chocolate;4,51;32;Araraquara;-21,78528;-48,17806;;
Bala;4,79;31;Araraquara;-21,78528;-48,17806;;
Sorvete;1,87;37;Araraquara;-21,78528;-48,17806;;
Bala;2,14;37;Araraquara;-21,78528;-48,17806;;
Refrigerante;3,99;33;Araraquara;-21,78528;-48,17806;;
Bala;9,26;23;Araraquara;-21,78528;-48,17806;;
Cup Noodles;7,91;25;Araraquara;-21,78528;-48,17806;;
Cereal;5,09;31;Araraquara;-21,78528;-48,17806;;
Presunto;7,96;25;Araraquara;-21,78528;-48,17806;;
Bala;2,08;37;Araraquara;-21,78528;-48,17806;;
Presunto;3,2;35;Araraquara;-21,78528;-48,17806;;
Batata Chips;2,41;36;Araraquara;-21,78528;-48,17806;;
Cup Noodles;4,49;32;Araraquara;-21,78528;-48,17806;;
Amendoim;2,52;36;Araraquara;-21,78528;-48,17806;;
Bala;7,71;26;Araraquara;-21,78528;-48,17806;;
Cup Noodles;9,57;22;Araraquara;-21,78528;-48,17806;;
Chiclete;8,27;25;Araraquara;-21,78528;-48,17806;;
Biscoito;3,13;35;Araraquara;-21,78528;-48,17806;;
Pão de Forma;4,6;32;Araraquara;-21,78528;-48,17806;;
Amendoim;1,88;37;Araraquara;-21,78528;-48,17806;;
Cereal;8,11;25;Araraquara;-21,78528;-48,17806;;
Cereal;4,44;32;Araraquara;-21,78528;-48,17806;;
Água Mineral;8;23;Jundiaí;-23,18548;-46,89784;;
Chocolate;7,17;27;Araraquara;-21,78528;-48,17806;;
Chocolate;7,99;25;Araraquara;-21,78528;-48,17806;;
Chocolate;2,94;35;Araraquara;-21,78528;-48,17806;;
Presunto;7,59;26;Araraquara;-21,78528;-48,17806;;
Batata Chips;4,17;33;Araraquara;-21,78528;-48,17806;;
Cereal;7,15;27;Araraquara;-21,78528;-48,17806;;
Energético;4,32;32;Araraquara;-21,78528;-48,17806;;
Batata Chips;3,84;33;Araraquara;-21,78528;-48,17806;;
Refrigerante;6,84;27;Araraquara;-21,78528;-48,17806;;
Refrigerante;5,86;29;Araraquara;-21,78528;-48,17806;;
Manteiga;3,56;34;Araraquara;-21,78528;-48,17806;;
Chocolate;5,41;30;Araraquara;-21,78528;-48,17806;;
Biscoito;4,6;32;Araraquara;-21,78528;-48,17806;;
Refrigerante;6,45;28;Araraquara;-21,78528;-48,17806;;
Iogurte;6,8;27;Araraquara;-21,78528;-48,17806;;
Energético;4,73;32;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;3,09;35;Araraquara;-21,78528;-48,17806;;
Café Solúvel;1,85;37;Araraquara;-21,78528;-48,17806;;
Queijo Processado;5,87;29;Araraquara;-21,78528;-48,17806;;
Café Solúvel;2,3;36;Araraquara;-21,78528;-48,17806;;
Sorvete;6,28;28;Araraquara;-21,78528;-48,17806;;
Queijo Processado;1,89;37;Araraquara;-21,78528;-48,17806;;
Manteiga;3,25;35;Araraquara;-21,78528;-48,17806;;
Refrigerante;3,9;33;Araraquara;-21,78528;-48,17806;;
Queijo Processado;2,29;36;Araraquara;-21,78528;-48,17806;;
Amendoim;7,42;26;Araraquara;-21,78528;-48,17806;;
Batata Chips;9,37;22;Araraquara;-21,78528;-48,17806;;
Energético;6,48;28;Araraquara;-21,78528;-48,17806;;
Sorvete;4,69;32;Araraquara;-21,78528;-48,17806;;
Pão de Forma;2,13;37;Araraquara;-21,78528;-48,17806;;
Chiclete;3,78;33;Araraquara;-21,78528;-48,17806;;
Pão de Forma;7,7;26;Araraquara;-21,78528;-48,17806;;
Chiclete;6,37;28;Araraquara;-21,78528;-48,17806;;
Presunto;4,31;32;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;3,55;34;Araraquara;-21,78528;-48,17806;;
Bala;6,51;28;Araraquara;-21,78528;-48,17806;;
Chocolate;3,26;35;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;4,59;32;Araraquara;-21,78528;-48,17806;;
Cereal;4,6;32;Araraquara;-21,78528;-48,17806;;
Suco;7,92;25;Araraquara;-21,78528;-48,17806;;
Chiclete;4,32;32;Araraquara;-21,78528;-48,17806;;
Energético;3,78;33;Araraquara;-21,78528;-48,17806;;
Energético;6,76;28;Araraquara;-21,78528;-48,17806;;
Cup Noodles;5,6;30;Araraquara;-21,78528;-48,17806;;
Cup Noodles;4,26;33;Araraquara;-21,78528;-48,17806;;
Café Solúvel;4,58;32;Araraquara;-21,78528;-48,17806;;
Café Solúvel;3,11;35;Araraquara;-21,78528;-48,17806;;
Manteiga;4,61;32;Araraquara;-21,78528;-48,17806;;
Suco;7,99;25;Araraquara;-21,78528;-48,17806;;
Iogurte;6,4;28;Araraquara;-21,78528;-48,17806;;
Biscoito;2,68;36;Araraquara;-21,78528;-48,17806;;
Batata Chips;6,82;27;Araraquara;-21,78528;-48,17806;;
Cup Noodles;7,18;27;Araraquara;-21,78528;-48,17806;;
Pão de Forma;7,45;26;Araraquara;-21,78528;-48,17806;;
Suco;6,35;28;Araraquara;-21,78528;-48,17806;;
Chiclete;6,96;27;Araraquara;-21,78528;-48,17806;;
Biscoito;8,98;23;Araraquara;-21,78528;-48,17806;;
Café Solúvel;5,91;29;Araraquara;-21,78528;-48,17806;;
Sorvete;6,85;27;Araraquara;-21,78528;-48,17806;;
Manteiga;2,86;35;Araraquara;-21,78528;-48,17806;;
Biscoito;6,59;28;Araraquara;-21,78528;-48,17806;;
Refrigerante;6,18;29;Araraquara;-21,78528;-48,17806;;
Presunto;3,61;34;Araraquara;-21,78528;-48,17806;;
Pão de Forma;8,51;24;Araraquara;-21,78528;-48,17806;;
Chocolate;5,89;29;Araraquara;-21,78528;-48,17806;;
Energético;7,56;26;Araraquara;-21,78528;-48,17806;;
Cup Noodles;3,55;34;Araraquara;-21,78528;-48,17806;;
Batata Chips;6,3;28;Araraquara;-21,78528;-48,17806;;
Cereal;6,62;28;Araraquara;-21,78528;-48,17806;;
Presunto;8,5;24;Araraquara;-21,78528;-48,17806;;
Amendoim;2,24;37;Araraquara;-21,78528;-48,17806;;
Batata Chips;2,05;37;Araraquara;-21,78528;-48,17806;;
Pão de Forma;4,59;32;Araraquara;-21,78528;-48,17806;;
Biscoito;3,96;33;Araraquara;-21,78528;-48,17806;;
Bala;7,02;27;Araraquara;-21,78528;-48,17806;;
Café Solúvel;5,39;30;Araraquara;-21,78528;-48,17806;;
Biscoito;7,32;26;Araraquara;-21,78528;-48,17806;;
Cup Noodles;8,48;24;Araraquara;-21,78528;-48,17806;;
Cup Noodles;3,99;33;Araraquara;-21,78528;-48,17806;;
Energético;4,93;31;Araraquara;-21,78528;-48,17806;;
Queijo Processado;3,58;34;Araraquara;-21,78528;-48,17806;;
Chocolate;4,4;32;Araraquara;-21,78528;-48,17806;;
Água Mineral;8;23;Jundiaí;-23,18548;-46,89784;;
Amendoim;7,68;26;Araraquara;-21,78528;-48,17806;;
Cereal;5,16;31;Araraquara;-21,78528;-48,17806;;
Refrigerante;3,27;35;Araraquara;-21,78528;-48,17806;;
Pão de Forma;7,49;26;Araraquara;-21,78528;-48,17806;;
Suco;2,47;36;Araraquara;-21,78528;-48,17806;;
Energético;10,65;20;Araraquara;-21,78528;-48,17806;;
Biscoito;7,8;25;Araraquara;-21,78528;-48,17806;;
Queijo Processado;2,45;36;Araraquara;-21,78528;-48,17806;;
Água Mineral;8;23;Araraquara;-21,78528;-48,17806;;
Chiclete;2,49;36;Araraquara;-21,78528;-48,17806;;
Chiclete;8,62;24;Araraquara;-21,78528;-48,17806;;
Batata Chips;3,64;34;Araraquara;-21,78528;-48,17806;;
Amendoim;5,9;29;Araraquara;-21,78528;-48,17806;;
Refrigerante;5,06;31;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;São Paulo;-23,55052;-46,63331;;
Café Solúvel;3,41;34;Araraquara;-21,78528;-48,17806;;
Sorvete;4,8;31;Araraquara;-21,78528;-48,17806;;
Queijo Processado;7,46;26;Araraquara;-21,78528;-48,17806;;
Pão de Forma;5,35;30;Araraquara;-21,78528;-48,17806;;
Cereal;4,8;31;Araraquara;-21,78528;-48,17806;;
Batata Chips;5,19;31;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;Ribeirão Preto;-21,17666;-47,82083;;
Biscoito;4,16;33;Araraquara;-21,78528;-48,17806;;
Manteiga;7,17;27;Araraquara;-21,78528;-48,17806;;
Manteiga;2,28;36;Araraquara;-21,78528;-48,17806;;
Iogurte;8,75;24;Araraquara;-21,78528;-48,17806;;
Biscoito;2,96;35;Araraquara;-21,78528;-48,17806;;
Refrigerante;5,64;30;Araraquara;-21,78528;-48,17806;;
Sorvete;6,24;29;Araraquara;-21,78528;-48,17806;;
Refrigerante;5,59;30;Araraquara;-21,78528;-48,17806;;
Refrigerante;2,22;37;Araraquara;-21,78528;-48,17806;;
Cereal;8,46;24;Araraquara;-21,78528;-48,17806;;
Bala;4,94;31;Araraquara;-21,78528;-48,17806;;
Batata Chips;6,94;27;Araraquara;-21,78528;-48,17806;;
Batata Chips;6,05;29;Araraquara;-21,78528;-48,17806;;
Amendoim;5,14;31;Araraquara;-21,78528;-48,17806;;
Biscoito;5,54;30;Araraquara;-21,78528;-48,17806;;
Sorvete;7,74;26;Araraquara;-21,78528;-48,17806;;
Chiclete;4,96;31;Araraquara;-21,78528;-48,17806;;
Queijo Processado;8,25;25;Araraquara;-21,78528;-48,17806;;
Iogurte;2,64;36;Araraquara;-21,78528;-48,17806;;
Queijo Processado;7,54;26;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;3,51;34;Araraquara;-21,78528;-48,17806;;
Biscoito;7,02;27;Araraquara;-21,78528;-48,17806;;
Amendoim;3,05;35;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;2,26;37;Araraquara;-21,78528;-48,17806;;
Chocolate;3,59;34;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;Ribeirão Preto;-21,17666;-47,82083;;
Água Mineral;9;23;São Paulo;-23,55052;-46,63331;;
Manteiga;4,21;33;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;Campinas;-22,90994;-47,06263;;
Batata Chips;3,87;33;Araraquara;-21,78528;-48,17806;;
Chocolate;6,38;28;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;São Paulo;-23,55052;-46,63331;;
Refrigerante;3,43;34;Araraquara;-21,78528;-48,17806;;
Bala;4,46;32;Araraquara;-21,78528;-48,17806;;
Manteiga;8,03;25;Araraquara;-21,78528;-48,17806;;
Iogurte;2,56;36;Araraquara;-21,78528;-48,17806;;
Pão de Forma;5,74;30;Araraquara;-21,78528;-48,17806;;
Bala;7,79;25;Araraquara;-21,78528;-48,17806;;
Café Solúvel;5,63;30;Araraquara;-21,78528;-48,17806;;
Sorvete;4,74;32;Araraquara;-21,78528;-48,17806;;
Café Solúvel;7,54;26;Araraquara;-21,78528;-48,17806;;
Manteiga;6,03;29;Araraquara;-21,78528;-48,17806;;
Amendoim;4,66;32;Araraquara;-21,78528;-48,17806;;
Refrigerante;5,8;29;Araraquara;-21,78528;-48,17806;;
Biscoito;7,39;26;Araraquara;-21,78528;-48,17806;;
Pão de Forma;8,45;24;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;3,84;33;Araraquara;-21,78528;-48,17806;;
Chiclete;4,65;32;Araraquara;-21,78528;-48,17806;;
Chiclete;5,68;30;Araraquara;-21,78528;-48,17806;;
Batata Chips;3,47;34;Araraquara;-21,78528;-48,17806;;
Cup Noodles;5,54;30;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;São Paulo;-23,55052;-46,63331;;
Cereal;7,39;26;Araraquara;-21,78528;-48,17806;;
Café Solúvel;4,62;32;Araraquara;-21,78528;-48,17806;;
Presunto;8,5;24;Araraquara;-21,78528;-48,17806;;
Iogurte;6,89;27;Araraquara;-21,78528;-48,17806;;
Manteiga;5,68;30;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;Ribeirão Preto;-21,17666;-47,82083;;
Energético;1,64;38;Araraquara;-21,78528;-48,17806;;
Refrigerante;2,09;37;Araraquara;-21,78528;-48,17806;;
Refrigerante;2,02;37;Araraquara;-21,78528;-48,17806;;
Batata Chips;6,4;28;Araraquara;-21,78528;-48,17806;;
Manteiga;7,03;27;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;Ribeirão Preto;-21,17666;-47,82083;;
Iogurte;8,08;25;Araraquara;-21,78528;-48,17806;;
Café Solúvel;5,43;30;Araraquara;-21,78528;-48,17806;;
Suco;6,96;27;Araraquara;-21,78528;-48,17806;;
Queijo Processado;4,37;32;Araraquara;-21,78528;-48,17806;;
Pão de Forma;5,9;29;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;Jundiaí;-23,18548;-46,89784;;
Presunto;10,07;21;Araraquara;-21,78528;-48,17806;;
Manteiga;5,12;31;Araraquara;-21,78528;-48,17806;;
Queijo Processado;10,04;21;Araraquara;-21,78528;-48,17806;;
Biscoito;4,41;32;Araraquara;-21,78528;-48,17806;;
Suco;4,72;32;Araraquara;-21,78528;-48,17806;;
Chocolate;2,16;37;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;8,13;25;Araraquara;-21,78528;-48,17806;;
Chiclete;2,15;37;Araraquara;-21,78528;-48,17806;;
Amendoim;7,75;26;Araraquara;-21,78528;-48,17806;;
Sorvete;9,23;23;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;3,87;33;Araraquara;-21,78528;-48,17806;;
Cereal;7,25;27;Araraquara;-21,78528;-48,17806;;
Cup Noodles;3,71;34;Araraquara;-21,78528;-48,17806;;
Presunto;6,12;29;Araraquara;-21,78528;-48,17806;;
Refrigerante;7,77;26;Araraquara;-21,78528;-48,17806;;
Chiclete;10,3;20;Araraquara;-21,78528;-48,17806;;
Sorvete;3,3;34;Araraquara;-21,78528;-48,17806;;
Pão de Forma;8,07;25;Araraquara;-21,78528;-48,17806;;
Chocolate;6,66;28;Araraquara;-21,78528;-48,17806;;
Pão de Forma;4,15;33;Araraquara;-21,78528;-48,17806;;
Pão de Forma;1,99;37;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;2,27;37;Araraquara;-21,78528;-48,17806;;
Chiclete;6,23;29;Araraquara;-21,78528;-48,17806;;
Chiclete;7,58;26;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;2,13;37;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;9,07;23;Araraquara;-21,78528;-48,17806;;
Presunto;3,2;35;Araraquara;-21,78528;-48,17806;;
Cereal;6,31;28;Araraquara;-21,78528;-48,17806;;
Cup Noodles;6,81;27;Araraquara;-21,78528;-48,17806;;
Bala;4,51;32;Araraquara;-21,78528;-48,17806;;
Queijo Processado;2,95;35;Araraquara;-21,78528;-48,17806;;
Queijo Processado;5,41;30;Araraquara;-21,78528;-48,17806;;
Chocolate;5,6;30;Araraquara;-21,78528;-48,17806;;
Amendoim;3,9;33;Araraquara;-21,78528;-48,17806;;
Cup Noodles;4,22;33;Araraquara;-21,78528;-48,17806;;
Queijo Processado;5,54;30;Araraquara;-21,78528;-48,17806;;
Sorvete;6,74;28;Araraquara;-21,78528;-48,17806;;
Energético;7,11;27;Araraquara;-21,78528;-48,17806;;
Presunto;5,61;30;Araraquara;-21,78528;-48,17806;;
Chiclete;6,2;29;Araraquara;-21,78528;-48,17806;;
Cup Noodles;2,4;36;Araraquara;-21,78528;-48,17806;;
Café Solúvel;3,36;34;Araraquara;-21,78528;-48,17806;;
Bala;2,06;37;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;Jundiaí;-23,18548;-46,89784;;
Cereal;8,09;25;Araraquara;-21,78528;-48,17806;;
Amendoim;6,72;28;Araraquara;-21,78528;-48,17806;;
Batata Chips;7,73;26;Araraquara;-21,78528;-48,17806;;
Amendoim;5,84;29;Araraquara;-21,78528;-48,17806;;
Batata Chips;3,96;33;Araraquara;-21,78528;-48,17806;;
Pão de Forma;7,3;26;Araraquara;-21,78528;-48,17806;;
Suco;3,33;34;Araraquara;-21,78528;-48,17806;;
Queijo Processado;6,37;28;Araraquara;-21,78528;-48,17806;;
Amendoim;8,25;25;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;2,45;36;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;Jundiaí;-23,18548;-46,89784;;
Bolacha Recheada;6,76;28;Araraquara;-21,78528;-48,17806;;
Café Solúvel;4,36;32;Araraquara;-21,78528;-48,17806;;
Batata Chips;2,56;36;Araraquara;-21,78528;-48,17806;;
Chiclete;9,89;21;Araraquara;-21,78528;-48,17806;;
Manteiga;4,33;32;Araraquara;-21,78528;-48,17806;;
Chiclete;8,21;25;Araraquara;-21,78528;-48,17806;;
Iogurte;6,58;28;Araraquara;-21,78528;-48,17806;;
Chiclete;3,62;34;Araraquara;-21,78528;-48,17806;;
Refrigerante;3,81;33;Araraquara;-21,78528;-48,17806;;
Presunto;1,87;37;Araraquara;-21,78528;-48,17806;;
Amendoim;4,3;32;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;Araraquara;-21,78528;-48,17806;;
Batata Chips;3,31;34;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;Ribeirão Preto;-21,17666;-47,82083;;
Pão de Forma;7,81;25;Araraquara;-21,78528;-48,17806;;
Sorvete;5,43;30;Araraquara;-21,78528;-48,17806;;
Café Solúvel;9,87;21;Araraquara;-21,78528;-48,17806;;
Presunto;6,68;28;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;10,01;21;Araraquara;-21,78528;-48,17806;;
Batata Chips;7;27;Araraquara;-21,78528;-48,17806;;
Pão de Forma;3,49;34;Araraquara;-21,78528;-48,17806;;
Chocolate;4,94;31;Araraquara;-21,78528;-48,17806;;
Chiclete;2,94;35;Araraquara;-21,78528;-48,17806;;
Pão de Forma;9,47;22;Araraquara;-21,78528;-48,17806;;
Sorvete;4,25;33;Araraquara;-21,78528;-48,17806;;
Iogurte;7,12;27;Araraquara;-21,78528;-48,17806;;
Batata Chips;7,39;26;Araraquara;-21,78528;-48,17806;;
Cup Noodles;6,63;28;Araraquara;-21,78528;-48,17806;;
Energético;4,63;32;Araraquara;-21,78528;-48,17806;;
Bala;4,85;31;Araraquara;-21,78528;-48,17806;;
Biscoito;5,59;30;Araraquara;-21,78528;-48,17806;;
Presunto;5,7;30;Araraquara;-21,78528;-48,17806;;
Pão de Forma;7,97;25;Araraquara;-21,78528;-48,17806;;
Chiclete;5,76;30;Araraquara;-21,78528;-48,17806;;
Biscoito;3;35;Araraquara;-21,78528;-48,17806;;
Pão de Forma;5,16;31;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;5,4;30;Araraquara;-21,78528;-48,17806;;
Amendoim;2,47;36;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;1,67;38;Araraquara;-21,78528;-48,17806;;
Cup Noodles;9,42;22;Araraquara;-21,78528;-48,17806;;
Chiclete;4,33;32;Araraquara;-21,78528;-48,17806;;
Energético;4,93;31;Araraquara;-21,78528;-48,17806;;
Batata Chips;2,05;37;Araraquara;-21,78528;-48,17806;;
Amendoim;7,91;25;Araraquara;-21,78528;-48,17806;;
Chocolate;4,19;33;Araraquara;-21,78528;-48,17806;;
Cup Noodles;8,39;24;Araraquara;-21,78528;-48,17806;;
Amendoim;7,16;27;Araraquara;-21,78528;-48,17806;;
Café Solúvel;2,34;36;Araraquara;-21,78528;-48,17806;;
Sorvete;3,02;35;Araraquara;-21,78528;-48,17806;;
Café Solúvel;4,03;33;Araraquara;-21,78528;-48,17806;;
Amendoim;2,51;36;Araraquara;-21,78528;-48,17806;;
Café Solúvel;8,01;25;Araraquara;-21,78528;-48,17806;;
Manteiga;3,03;35;Araraquara;-21,78528;-48,17806;;
Refrigerante;5,94;29;Araraquara;-21,78528;-48,17806;;
Pão de Forma;3,79;33;Araraquara;-21,78528;-48,17806;;
Cup Noodles;6,64;28;Araraquara;-21,78528;-48,17806;;
Refrigerante;6,89;27;Araraquara;-21,78528;-48,17806;;
Suco;10,52;20;Araraquara;-21,78528;-48,17806;;
Chiclete;2,01;37;Araraquara;-21,78528;-48,17806;;
Cereal;5,29;30;Araraquara;-21,78528;-48,17806;;
Sorvete;7,39;26;Araraquara;-21,78528;-48,17806;;
Café Solúvel;6,44;28;Araraquara;-21,78528;-48,17806;;
Refrigerante;6,48;28;Araraquara;-21,78528;-48,17806;;
Cereal;5,71;30;Araraquara;-21,78528;-48,17806;;
Refrigerante;7,32;26;Araraquara;-21,78528;-48,17806;;
Iogurte;6,75;28;Araraquara;-21,78528;-48,17806;;
Pão de Forma;6,52;28;Araraquara;-21,78528;-48,17806;;
Refrigerante;2,68;36;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;5,18;31;Araraquara;-21,78528;-48,17806;;
Refrigerante;5,9;29;Araraquara;-21,78528;-48,17806;;
Queijo Processado;7,2;27;Araraquara;-21,78528;-48,17806;;
Presunto;6,55;28;Araraquara;-21,78528;-48,17806;;
Suco;1,71;38;Araraquara;-21,78528;-48,17806;;
Chiclete;8,11;25;Araraquara;-21,78528;-48,17806;;
Chiclete;3,88;33;Araraquara;-21,78528;-48,17806;;
Bala;8,95;23;Araraquara;-21,78528;-48,17806;;
Cup Noodles;2,08;37;Araraquara;-21,78528;-48,17806;;
Bala;7,28;26;Araraquara;-21,78528;-48,17806;;
Batata Chips;5,66;30;Araraquara;-21,78528;-48,17806;;
Café Solúvel;8,57;24;Araraquara;-21,78528;-48,17806;;
Iogurte;7,67;26;Araraquara;-21,78528;-48,17806;;
Manteiga;2,18;37;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;Araraquara;-21,78528;-48,17806;;
Biscoito;4,87;31;Araraquara;-21,78528;-48,17806;;
Energético;2,04;37;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;3,01;35;Araraquara;-21,78528;-48,17806;;
Queijo Processado;3,83;33;Araraquara;-21,78528;-48,17806;;
Energético;1,92;37;Araraquara;-21,78528;-48,17806;;
Chocolate;7,36;26;Araraquara;-21,78528;-48,17806;;
Presunto;3,51;34;Araraquara;-21,78528;-48,17806;;
Biscoito;3,57;34;Araraquara;-21,78528;-48,17806;;
Refrigerante;2,93;35;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;3,14;35;Araraquara;-21,78528;-48,17806;;
Água Mineral;9;23;Ribeirão Preto;-21,17666;-47,82083;;
Biscoito;6,44;28;Araraquara;-21,78528;-48,17806;;
Amendoim;3,7;34;Araraquara;-21,78528;-48,17806;;
Iogurte;5,42;30;Araraquara;-21,78528;-48,17806;;
Presunto;9,55;22;Araraquara;-21,78528;-48,17806;;
Refrigerante;8,59;24;Araraquara;-21,78528;-48,17806;;
Bala;7,07;27;Araraquara;-21,78528;-48,17806;;
